website,marketCap,trailingPE,longBusinessSummary,symbol,longName,industry,sector
https://www.abbott.co.in,613871000000.0,49.64343,"Abbott India Limited, together with its subsidiaries, operates as a pharmaceutical company in India. The company offers pharmaceutical products for gastroenterology, women's health, metabolic, central nervous system, vaccines, and multispecialty, including insomnia, vitamin D deficiency, pre-term labor, and pain management. It provides anti-infective, cardio-diabeto, hepatology, hormones, neuro-psychiat, hepatic, gennext, and consumer care products. The company was founded in 1910 and is headquartered in Mumbai, India. Abbott India Limited is a subsidiary of Abbott Capital India Limited.",ABBOTINDIA.NS,Abbott India Limited,Drug Manufacturers - General,Healthcare
https://www.adityabirlacapital.com,575839000000.0,16.782246,"Aditya Birla Capital Limited, through its subsidiaries, provides various financial products and services in India and internationally. It operates through NBFC, Housing Finance, Life Insurance, Asset Management, General Insurance Broking, Stock and Securities Broking, Health Insurance, and Other Financial Services segments. The company offers housing loans, such as home extension, renovation, construction, and plot and construction loans; loan against property; personal and flexible loans; secured and unsecured business loan; corporate loans; lease rental discounting; construction finance; and SME loans, as well as loans against securities. It also provides debt, equity, hybrid, retirement, children's, exchange traded, and index funds, and fund of funds; equity trading, margin trading facility, and bonds; fixed deposit and digital gold; and tax planning services; mutual funds; stock and securities; pension funds; and portfolio management services. In addition, the company offers life insurance, including term insurance, and retirement, savings, and ULIP plans; health and wellness, and super top-up health insurance plans; and motor insurance comprising bike and car insurance products, as well as group life, health, and corporate general insurance products. Further, it provides payment solutions and credit card products. The company was incorporated in 2007 and is based in Mumbai, India. Aditya Birla Capital Limited operates as a subsidiary of Grasim Industries Limited.",ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Conglomerates,Financial Services
https://www.abdindia.com,91605032960.0,2519.231,"Allied Blenders and Distillers Limited produces and sells alcoholic beverages in India and internationally. The company offers whisky, brandy, rum, vodka, and gin under the Officer's Choice Whisky, Sterling Reserve Blend 7 Whisky, ICONiQ White Whisky, X&O Barrel, Srishti Premium Whisky, Officer's Choice Blue Whisky, Officer's Choice Blended Scotch Whisky, Sterling Reserve Blend 10 Whisky, Sterling Reserve B7 Cola Mix, Officer's Choice Star, Kyron Premium Brandy, Sterling Reserve Premium Cellar Brandy, Officer's Choice Brandy, Jolly Roger Rum, Officer's Choice Rum, Class 21 Vodka, and Zoya Special Batch Premium Gin brand names. It also provides packaged drinking water under the Officer's Choice Blue and Sterling Reserve brand names. Allied Blenders and Distillers Limited was founded in 1988 and is based in Mumbai, India.",ABDL.NS,,Beverages - Wineries & Distilleries,Consumer Defensive
https://www.abfrl.com,362647000000.0,,"Aditya Birla Fashion and Retail Limited designs, manufactures, distributes, and retails fashion apparel and accessories in India and internationally. It operates through three segments: Madura Fashion & Lifestyle, Pantaloons, and Ethnic & Others. The company offers shirts, trousers, denims, t-shirts, dresses, suits and blazers, casuals, ceremonial, and party wear; shorts, joggers, track pants, sweatshirts, jackets, loungewear, biker t-shirts, polos, chinos, kurtas and bottom wear, occasion wear, festive ensembles, streetwear, classic shirts, logo T-shirts, casual pants, lehengas and kurta sets, ethnic bottom wear, athleisure wear, workwear, tops, sleepwear, crops tops, skirts, jeans, and sportswear; accessories; and shawls, stoles, shoes, and lingerie, as well as home furnishings, footwear, handbags, bed linen, towels, smart table linen, dressy cushion covers, and others. It markets its products under the Louis Philippe, Van Heusen, Allen Solly, and Peter England brands; and ethnic wear products under the Sabyasachi, S&N by Shantnu & Nikhil, Tasva, House of Masaba, Jaypore, LoveChild, and Marigold Lane brands, as well as operates fashion store under the Pantaloons brand. The company holds online and offline rights to the India network of California-based fashion brand Forever 21; and international brands portfolio, such as The Collective, Simon Carter, American Eagle, Ralph Lauren, Hackett London, Ted Baker, and Fred Perry. The company was formerly known as Pantaloons Fashion & Retail Limited and changed its name to Aditya Birla Fashion and Retail Limited in January 2016. Aditya Birla Fashion and Retail Limited was incorporated in 2007 and is based in Mumbai, India.",ABFRL.NS,Aditya Birla Fashion and Retail Limited,Apparel Manufacturing,Consumer Cyclical
https://www.centurytextind.com,299301000000.0,116.6093,"Aditya Birla Real Estate Limited manufactures and sells textiles, and pulp and paper products in India and internationally. The company operates through Textiles, Pulp and Paper, Real Estate, and Others segments. The Textiles segment offers viscose filament yarn and tyre yarn related products. The Pulp and Paper segment offers pulp, writing and printing papers, tissue papers, and multi-layer packaging boards. The Real Estate segment develops commercial and residential projects; and leases properties. The Others segment engages in the salt works and chemicals related businesses. It also exports its products. the company was formerly known as Century Textiles and Industries Limited and changed its name to Aditya Birla Real Estate Limited in September 2024. Aditya Birla Real Estate Limitedwas incorporated in 1897 and is based in Mumbai, India.",ABREL.NS,Aditya Birla Real Estate Limited,Paper & Paper Products,Basic Materials
https://www.birlasunlife.com,199285000000.0,24.000002,"Aditya Birla Sun Life AMC Limited is privately owned investment manager. The firm provides its services to individuals including high net worth individuals and institutional clients. It manages separate equity and fixed income portfolios. The firm also manages launches and manages equity and fixed income mutual funds, manages balanced mutual funds, and hedge funds for its clients. It invests in the public equity and fixed income markets across the globe. The firm employs a fundamental analysis to make its investments. It also make real estate investments. It was founded in 1994 and is based in Mumbai, India with an additional office in Ahmedabad, India. The firm was formerly known as Birla Sun Life Asset Management Company Limited.",ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Asset Management,Financial Services
https://www.acclimited.com,435132000000.0,19.522886,"ACC Limited engages in the manufacture and sale of cement and ready-mix concrete in India. It operates in Cement and Ready Mix Concrete segments. The company provides ordinary Portland cement; blended cement, including Portland Pozzolana cement, Portland slag cement, and composite cement; gold and silver range of cement; ready mixed concrete value-added products; and bulk cement. It also offers construction chemicals, such as ACC LeakBlock, an integral waterproofing compound used in concrete and plaster while constructing houses; ACC LeakBlock WaterProof Plaster - LB 101, a ready-to-use cementitious waterproof mortar for internal and external plaster applications; and tile adhesives, under ACC Xtra Strong brand, used for wet-on-wet fixing of medium sized tiles for internal walls and floors, and external floor applications, as well as an adhesive paste for fixing tiles on floor and wall. In addition, the company provides ready use and waterproof plasters, thin bed joining mortars, grey cement-based tile adhesives, and shrinkage compensated and flowable precision cementitious grout under ACC Suraksha brand; and EcoMaxx, a green concrete with lower embodied carbon content for various structural components applications comprising foundations, columns, beams, external or internal walls, driveways, walkways, etc. It distributes its products through a network of dealers, retailers, engineers, and architects. The company was formerly known as The Associated Cement Companies Limited and changed its name to ACC Limited in September 2006. ACC Limited was incorporated in 1936 and is headquartered in Ahmedabad, India. ACC Limited operates as a subsidiary of Ambuja Cements Limited.",ACC.NS,ACC Limited,Building Materials,Basic Materials
https://w3.accelya.com,26374772736.0,28.074358,"Accelya Solutions India Limited engages in the provision of software solutions to the airline, cargo, and travel industries in the Asia Pacific, the Middle East, Africa, the Americas, and Europe. The company provides airline industry solutions, such as billing and settlement processing (BSP) platform, neutral fare proration engine, simplified invoicing and settlement, and commission and agency incentive management solutions, as well as offers distribution platform services. It also offers cargo solutions comprising offer and order management, warehouse management, invoice and settle revenue management, service management, and cargo operations, as well as passenger solutions. Accelya Solutions India Limited was founded in 1976 and is based in Mumbai, India. The company is a subsidiary of Accelya Holding World S.L.U.",ACCELYA.NS,Accelya Solutions India Limited,Information Technology Services,Technology
https://www.ace-cranes.com,160053000000.0,46.296932,"Action Construction Equipment Limited manufactures and sells material handling and construction equipment primarily in India. The company operates through Cranes, Construction Equipment, Material Handling, and Agri Equipment segments. It offers mobile cranes, truck mounted cranes, crawler cranes, rough terrain hydraulic mobile cranes, forklift trucks, mobile tower cranes, tower cranes, piling rigs, concrete placing booms, backhoes and wheeled loaders, road equipment, vibratory rollers, loaders, warehousing equipment, pick and carry cranes, and motor graders; and agriculture equipment, such as tractors, track harvesters, balers, rotavators, etc., as well as other construction equipment. The company rents tower cranes, motor graders, soil compacters, and tandem rollers. Action Construction Equipment Limited serves various infrastructure construction, power projects, ports and shipyards, dams, metro rail, roads, mining, steel industry, engineering industry, railways, cement, petroleum, defense, chemicals and fertilizer plants, warehousing, logistics, and building construction sectors. The company was incorporated in 1995 and is headquartered in Palwal, India.",ACE.NS,Action Construction Equipment Limited,Farm & Heavy Construction Machinery,Industrials
https://www.archeanchemicals.com,83077283840.0,30.679745,"Archean Chemical Industries Limited manufactures and sells specialty marine chemicals in India and internationally. It offers bromine for use in pharmaceuticals, agrochemicals, flame retardants, and water treatment products, as well as oil and gas, and energy storage industries; industrial salt for chloralkali chemical, food and beverage, water treatment, and oil and gas industries; and sulphate of potash, an inorganic salt for agrochemicals, medical, glass, cosmetics, etc. Industries. The company was founded in 2003 and is based in Chennai, India.",ACI.NS,Archean Chemical Industries Limited,Chemicals,Basic Materials
https://www.gati.com,15939697664.0,90.92436,"Allcargo Gati Limited, together with its subsidiaries, provides logistics solutions in India and internationally. The company operates through Express Distribution and Fuel Stations segments. Its logistics solutions include express distribution, e-commerce cargo logistics, air freight, and supply chain management, as well as freight services. The company also operates fuel stations that deals in petrol, diesel, lubricants, etc.; and offers road and air transportation, special services, and warehousing solutions. It serves e-commerce, hospitality, healthcare, and electronics sectors. The company was formerly known as Gati Limited and changed its name to Allcargo Gati Limited in October 2023. Allcargo Gati Limited was founded in 1989 and is headquartered in Hyderabad, India.",ACLGATI.NS,Allcargo Gati Limited,Integrated Freight & Logistics,Industrials
https://www.adanienergysolutions.com,1173650000000.0,769.13385,"Adani Energy Solutions Limited, together with its subsidiaries, generates, transmits, and distributes power in India. The company operates through Transmission, Trading, and GTD Business segments. It establishes, commissions, operates, and maintains electric power transmission systems. The company is involved in the dealing of bullion and agro commodities; and laying of optical ground wire fibers on transmission lines to provide telecom solutions to telecom companies, internet service providers, and long-distance communication operators. The company was formerly known as Adani Transmission Limited and changed its name to Adani Energy Solutions Limited in July 2023. The company was founded in 2006 and is headquartered in Ahmedabad, India. Adani Energy Solutions Limited is a subsidiary of S.B. Adani Family Trust.",ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities - Independent Power Producers,Utilities
https://www.adanienterprises.com,3568210000000.0,93.23652,"Adani Enterprises Limited, together with its subsidiaries, operates as a conglomerate company in India and internationally. It operates through Integrated Resources Management, Mining Services, Commercial Mining, New Energy Ecosystem, Airport, Road, and Others segments. The company offers transport and logistics services; and manufactures cement, hydrogen and its derivatives, polysilicon, ingots, wafers, solar cells with modules, wind turbines, generators, electrolysers, and fuel cells, as well as ammonia and urea. It offers integrated coal management services; imports apples, pears, kiwis, oranges, grapes, and other fruits; markets fruits under the FARM-PIK brand; generates solar and wind energy; and manufactures solar panels. The company is also involved in the mining of iron ore, copper, and aluminum properties; and minerals, such as limestone, chromite, diamond, bauxite, and graphite, as well as mining and trading of coal. In addition, it offers edible oils, rice, pulses, besan, and wheat flour, as well as specialty fats, and oleo chemicals under the Fortune, King's, Bullet, Raag, Avsar, Pilaf, Jubilee, Fryola, Alpha, and Aadhar brands; and manufactures polyvinyl chloride, caustic soda, tar, hydrated lime, etc. Further, the company manufactures fighter aircraft, unmanned aerial systems, helicopters, submarines, air defense guns, and missiles and small arms; develops avionics and systems, opto-electronics, aero structures and components, aerospace composites, and radar and electronic warfare systems, as well as constructs national highways, motorways, tunnels, metro-rail, railways, etc. Additionally, it engages in the sewage and wastewater treatment, recycle, and reuse business; and operates, manage, and develops airports; and develops and operates data centers. The company was founded in 1988 and is headquartered in Ahmedabad, India. Adani Enterprises Limited operates as a subsidiary of S.B. Adani Family Trust.",ADANIENT.NS,Adani Enterprises Limited,Thermal Coal,Energy
https://www.adanigreenenergy.com,2833590000000.0,255.9156,"Adani Green Energy Limited generates and supplies renewable energy to central and state government entities, and government backed corporations in India. The company develops, builds, owns, operates, and maintains power plants through renewable sources, such as solar, wind, and hybrid. It operates solar power plants with an operational capacity of 7,393 megawatts (MW); wind power plants with an operational capacity of 1,401 MW; and hybrid power plants with an operational capacity of 2,140 MW. Adani Green Energy Limited was incorporated in 2015 and is headquartered in Ahmedabad, India.",ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Utilities
https://www.adaniports.com,3042880000000.0,31.855495,"Adani Ports and Special Economic Zone Limited, together with its subsidiaries, operates and maintains port infrastructure facilities in India. The company operates ports and terminals, including bulk and break bulk, container, liquid, LPG, LNG, and crude cargos. It also engages in the ports related infrastructure development activities; and development of infrastructure at contiguous Special Economic Zone at Mundra. In addition, it offers logistic services, which includes logistic parks, container rail and bulk cargo logistic solutions, and warehousing, as well as auto, road, and agriculture logistic services. Further, the company operates a fleet of dredging and reclamation service equipment comprising cutter suction, trailing suction hopper, grab, inland cutter suction, water injection, and specialized dredgers, as well as split hopper and jack up barges, and floating cranes. Additionally, it offers non-scheduled passenger airline; hospital and related services; and marine services, such as pilotage, laying, and maintenance of buoys. The company also engages in development, construction, operation, and maintenance of railway corridors; and land development activities. The company was incorporated in 1998 and is headquartered in Ahmedabad, India.",ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Marine Shipping,Industrials
https://www.adanipower.com,2474230000000.0,16.265213,"Adani Power Limited engages in the generation, transmission, and sale of electricity under long term power purchase agreements (PPA), supplemental PPA, medium and short term PPA, and on merchant basis in India. The company generates electricity through thermal energy sources through various power projects with a combined installed and commissioned capacity of 15,250 MW. It operates various coal based power plants comprising 4,620 MW at Mundra, Gujarat; 3,300 MW at Tiroda, Maharashtra; 1,320 MW at Kawai, Rajasthan; 1,200 MW at Udupi, Karnataka; 600 MW at Raigarh, Chhattisgarh; 1,370 MW at Raipur, Chhattisgarh; 1,200 MW at Singrauli, Madhya Pradesh; and 1600 MW at Godda, Jharkhand. The company also operates solar based power plant comprising 40 MW at Bitta, Gujarat. In addition, it engages in coal trading business. Adani Power Limited was founded in 1988 and is headquartered in Ahmedabad, India.",ADANIPOWER.NS,Adani Power Limited,Utilities - Independent Power Producers,Utilities
https://adf-foods.com,33492031488.0,44.49635,"ADF Foods Limited engages in the manufacture and sale of various food products in India and internationally. It operates in two segments, Process and Preserved Food, and Distribution Business. The company offers frozen snacks, breads, vegetables, ready-to-eat food, meal accompaniments, condiment pastes, cooking sauces, spices, and flavored drink milk, as well as mango pulps and mango slices, papads, ready-to-cook food, burritos, pickles, and chutneys. It offers its products under the Ashoka, Truly Indian, Camel, Aeroplane, ADF Soul, Khansaama, Nate's, and PJ's Organics brand names. The company also exports its products in North America, Europe, the Middle East, and the Asia-Pacific. ADF Foods Limited was founded in 1932 and is based in Mumbai, India.",ADFFOODS.NS,ADF Foods Limited,Packaged Foods,Consumer Defensive
https://www.adorwelding.com,23720863744.0,27.63238,"Ador Welding Limited manufactures and supplies welding equipment, consumables, and automation solutions in India and internationally. The company operates through three segments: Consumables; Equipment and Automation; and Flares & Process Equipment. It provides welding electrodes, including C-Mn steel, low alloy and stainless steel, cellulosic, hardfacing, gouging and cutting, cast iron, and nickel and nickel alloys; and wires and fluxes products comprising submerged arc welding fluxes and wires, and flux cored arc welding products, as well as metal cored arc wire, gas metal arc welding (GMAW), and gas tungsten arc welding (GTAW) products; and brazing rods and fluxes. The company also offers welding equipment, such as MMA, TIG, MIG equipment, air plasma cutting, submerged arc welding, advanced multipurpose synergic, and TIG add on units; gas cutting products, gas cutting-welding accessories, flares and process equipment, and personal protective equipment; and CNC cutting machines. In addition, it engages in the design, manufacture, erection, commissioning, mechanical, electrical, and instrumentation of process packages, process equipment, and flare system and components, as well as undertaking various EPC contracts. Further, the company provides welding and cutting automation products, such as robotic systems, columns, booms, positioners, rotators, and special purpose machines; and skill development services. It serves heavy fabrication, rail coach manufacturing, railway workshops, Indian defense, oil and gas, ship building, power plants, automobiles, hydro plants, nuclear plants, steel manufacturing, sugar industries, cement industries, and other metal manufacturing industries. The company was formerly known as Advani-Oerlikon Ltd. The company was incorporated in 1951 and is headquartered in Mumbai, India. Ador Welding Limited is a subsidiary of J. B. Advani & Company Private Limited.",ADORWELD.NS,Ador Welding Limited,Specialty Industrial Machinery,Industrials
https://www.allieddigital.net/in,15881531392.0,33.90215,"Allied Digital Services Limited designs, develops, deploys, and delivers end-to-end IT infrastructure services and digital solutions in India, the United States, the United kingdom, and internationally. The company provides information technology and consultancy services, such as infrastructure, end user IT Support, IT asset life cycle, and enterprise applications. It also offers cloud management, AWS partner, cloud migration, and cloud enablement services; cybersecurity solutions, such as AIM360 Degrees, guideline consultation, threat intelligence, cloud security management, endpoint security management, anti-fraud identity management, and cyber risk management; integrated Internet of Things, smart and safe cities, system integration, and cognitive technology solutions; and enterprise infrastructure management services, as well as work from anywhere solutions. In addition, the company provides FinoAllied, a conversational AI Platform for banking and finance industries; ADiTaaS, a comprehensive service management platform; DevOps tools and software; enterprise digitalization, including mobile app development, full stack solution and product development, and legacy app modernization and migration services; SAP solutions, such as SAP audit, implementations, and roll-outs, SAP technology, SAP application management, move to Cloud-GetCloud transforming on-premise infrastructure, and SAP support to cloud services, as well as SAP technology services; and robotic process automation solution. Further, the company offers workspace solutions, including service desk, unified endpoint management, and workspace services. It provides its solutions to healthcare, retail, automotive, banking, financial services, and insurance sectors, as well as government. Allied Digital Services Limited was founded  in 1984 and is based in Mumbai, India.",ADSL.NS,Allied Digital Services Limited,Information Technology Services,Technology
