Security Code,Issuer Name,symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,bseIndustry
511254,Sagar Systech Ltd.,SAGARSYST,SAGAR SYSTECH LTD.,Active,XT,10,INE771Z01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511260,ID INFO BUSINESS SERVICES LTD.,IDINFO,ID Info Business Services Ltd,Active,XT,10,INE088P01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511333,VLS Finance Limited,VLSFINANCE,VLS FINANCE LTD.,Active,B ,10,INE709A01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
511355,India Cements Capital Limited,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Active,XT,10,INE429D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511359,AD-Manum Finance Ltd,ADMANUM,AD-MANUM FINANCE LTD.,Active,XT,10,INE556D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511377,Mehta Integrated Finance Ltd.,MEHIF,MEHTA INTEGRATED FINANCE LTD.,Active,XT,10,INE240B01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511391,Inter Globe Finance Ltd.,INTRGLB,INTER GLOBE FINANCE LTD.,Active,XT,10,INE661M01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511401,MUNOTH COMMUNICATION LIMITED,MCLTD,Munoth Communication Ltd,Active,XT,10,INE410E01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,XT,10,INE472C01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
511413,CREST VENTURES LIMITED,CREST,CREST VENTURES LIMITED,Active,B ,10,INE559D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Limited-$,Active,A ,1,INE051B01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
511441,Gujarat Credit Corporation Ltd.,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,Active,XT,10,INE034B01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511447,Sylph Technologies Ltd,SYLPH,SYLPH TECHNOLOGIES LTD.,Active,X ,1,INE706F01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
511451,Dharani Finance Ltd.,DHARFIN,DHARANI FINANCE LTD.,Active,X ,10,INE899D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511463,Alexander Stamps And Coin Limited,ALEXANDER,Alexander Stamps And Coin Ltd,Active,X ,10,INE191N01012,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
511473,Indbank Merchant Banking Services L,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,B ,10,INE841B01017,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
511501,Bharat Bhushan Share & Commodity Brokers Ltd.,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,Active,X ,10,INE900A01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511505,Capital Trust Ltd.,CAPTRUST,CAPITAL TRUST LTD.,Active,T ,10,INE707C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511507,Ushakiran Finance Ltd.,USHAKIRA,USHAKIRAN FINANCE LTD.,Active,XT,10,INE697C01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511509,Vivo Bio tech Ltd.,VIVOBIOT,VIVO BIO TECH LTD.,Active,X ,10,INE380K01017,Biotechnology,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
511523,Veerhealth Care Limited,VEERHEALTH,Veerhealth Care Limited,Active,X ,10,INE882C01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
511525,Pan India Corporation Ltd,PANINDIAC,PAN INDIA CORPORATION LTD.,Active,X ,10,INE376A01032,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
511533,Sahara HousingFina Corporation Ltd.,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,Active,X ,10,INE135C01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
511535,NDA Securities ltd.,NDASEC,NDA SECURITIES LTD.,Active,X ,10,INE026C01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511543,GSB Finance Ltd.,GSBFIN,GSB FINANCE LTD.,Active,X ,10,INE777C01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511549,Morarka Finance Ltd.,MORARKFI,MORARKA FINANCE LTD.,Active,X ,10,INE367A01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511551,Monarch Networth Capital Limited,MONARCH,Monarch Networth Capital Ltd,Active,B ,10,INE903D01011,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
511557,Pro Fin Capital Services Ltd,PROFINC,PRO FIN CAPITAL SERVICES LTD.,Active,XT,1,INE732K01027,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
511559,Times Guaranty Ltd.,TIMESGTY,TIMES GUARANTY LTD.,Active,B ,10,INE289C01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511563,Sanchay Finvest Ltd,SANCF,SANCHAY FINVEST LTD.,Active,X ,10,INE654D01010,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
511571,Som Datt Finance Corporation Ltd.,SODFC,SOM DATT FINANCE CORPORATION LTD.,Active,X ,10,INE754C01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511585,Regency Trust Ltd.,REGTRUS,REGENCY TRUST LTD.,Active,X ,1,INE425F01028,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
511589,Avonmore Capital & Management Services Limited,AVONMORE,Avonmore Capital & Management Services Limited,Active,T ,1,INE323B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511593,Libord Finance Limited,LIBORDFIN,Libord Finance Ltd,Active,XT,10,INE212B01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511601,Yash Management & Satellite Ltd.,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,Active,X ,10,INE216B01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
511605,Arihant Capital Markets Ltd.,ARIHANTCAP,ARIHANT CAPITAL MARKETS LTD.,Active,B ,1,INE420B01036,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
511609,ISL Consulting Ltd,ISLCONSUL,ISL CONSULTING LTD.,Active,X ,5,INE569B01022,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511611,DCM Financial Services Ltd.,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,Active,T ,10,INE891B01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
511628,FEDDERS HOLDING LIMITED,FEDDERSHOL,Fedders Holding Ltd,Active,X ,1,INE417D01020,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511630,Sambhaav Media Ltd.,SAMBHAAV,SAMBHAAV MEDIA LTD.,Active,B ,1,INE699B01027,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media
511644,Omega Interactive Technologies Ltd.,OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES LTD.,Active,XT,10,INE113B01029,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
511654,Sugal & Damani Share Brokers Ltd.,SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.,Active,XT,10,INE309D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511658,Nettlinx Ltd.,NETTLINX,NETTLINX LTD.,Active,X ,10,INE027D01019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
511664,BGIL Films & Technologies Ltd,BGIL,BGIL FILMS & TECHNOLOGIES LTD.,Active,XT,10,INE443D01018,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
511672,Scan Steels Limited,SCANSTL,Scan Steels Limited,Active,X ,10,INE099G01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
511676,GIC Housing Finance Ltd.,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,B ,10,INE289B01019,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
511692,Ajcon Global Services Ltd.,AJCON,AJCON GLOBAL SERVICES LTD.,Active,X ,10,INE759C01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511696,Chartered Capital & Investment Ltd.,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,Active,X ,10,INE953B01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511700,Standard Capital Markets Ltd.,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,X ,1,INE625D01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511702,YOGI LIMITED,YOGI,YOGI Ltd,Active,X ,10,INE290E01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511710,Cubical Financial Services Ltd.,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Active,X ,2,INE717D01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511712,Relic Technologies Ltd.,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,X ,10,INE452B01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
511714,Nimbus Projects Limited,NIMBSPROJ,NIMBUS PROJECTS LTD.,Active,XT,10,INE875B01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
511724,BAID FINSERV LIMITED,BAIDFIN,Baid Finserv Ltd,Active,T ,2,INE020D01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511726,Vipul Limited,VIPULLTD,VIPUL LTD.,Active,T ,1,INE946H01037,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
511728,K.Z.Leasing & Finance Ltd.,KZLFIN,K.Z.LEASING & FINANCE LTD.,Active,X ,10,INE006C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511734,Pasupati Fincap Ltd.,PASUFIN,PASUPATI FINCAP LTD.,Active,XT,10,INE527C01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511740,Mehta Housing Finance Ltd.,MEHTAHG,MEHTA HOUSING FINANCE LTD.,Active,XT,10,INE239B01014,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
511742,UGRO CAPITAL LIMITED,UGROCAP,Ugro Capital Ltd,Active,B ,10,INE583D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511754,Shalibhadra Finance Ltd.,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,X ,10,INE861D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511756,Abirami Financial Services (India),ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,Active,Z ,10,INE195I01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511758,Mansi Finance (Chennai) Ltd,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Active,XT,10,INE094E01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511760,Seven Hill Industries Limited,SEVENHILL,Seven Hill Industries Limited,Active,XT,1,INE518D01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511764,Aastamangalam Finance Limited,AASTAFIN,Aastamangalam Finance Ltd,Active,X ,10,INE819K01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511766,Muthoot Capital Services Ltd.,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10,INE296G01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511768,Master Trust Ltd.,MASTERTR,MASTER TRUST LTD.,Active,B ,5,INE677D01029,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512004,Nilkanth Engineering Ltd.,ZNILKENG,NILKANTH ENGINEERING LTD.,Active,P ,10,INE582V01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512008,EFC (I) LIMITED,EFCIL,EFC (I) Ltd,Active,X ,2,INE886D01026,Real Estate related services,Equity,Consumer Discretionary,Realty,Realty,Real Estate related services
512014,Sobhagya Merchantile Ltd.,SOBME,SOBHAGYA MERCHANTILE LTD.,Active,XT,10,INE754D01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512018,CNI Research Ltd,CNIRESLTD,CNI RESEARCH LTD.,Active,XT,1,INE135H01029,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512020,Saraswati Commercial (India) Ltd.,ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,Active,XT,10,INE967G01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512022,Winro Commercial (India) Ltd.,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,XT,10,INE837E01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512025,Inertia Steel Limited,INERTIAST,INERTIA STEEL LTD.,Active,XT,10,INE767M01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512026,PH Trading Ltd.,PHTRADING,PH TRADING LTD.,Active,XT,10,INE603D01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512036,Kapil Cotex  Ltd.,KAPILCO,KAPIL COTEX LTD.,Active,XT,10,INE393H01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512038,TCC CONCEPT LIMITED,TCC,TCC Concept Ltd,Active,XT,10,INE887D01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512047,Royal India Corporation Limited,ROYALIND,Royal India Corporation Limited,Active,XT,10,INE510H01015,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
512048,Luharuka Media & Infra Limited,LUHARUKA,Luharuka Media & Infra Ltd,Active,XT,1,INE195E01020,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
512060,Ventura Guaranty Ltd.,SHYAM,VENTURA GUARANTY LTD.,Active,P ,10,INE139J01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512062,Sanmitra Commercial Ltd.,ZSANMCOM,SANMITRA COMMERCIAL LTD.,Active,XT,10,INE896J01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512063,WARDWIZARD HEALTHCARE LIMITED,WARDHEALTH,Wardwizard Healthcare Ltd,Active,P ,10,INE048E01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512064,VISHVPRABHA VENTURES LIMITED,VISVEN,Vishvprabha Ventures Ltd,Active,X ,10,INE762D01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512065,Mrugesh Trading Ltd.,MRUTR,MRUGESH TRADING LTD.,Active,XT,10,INE738D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512068,Deccan Gold Mines Ltd.,DECNGOLD,DECCAN GOLD MINES LTD.,Active,B ,1,INE945F01025,Precious Metals,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals
512070,UPL Limited,UPL,UPL Limited,Active,A ,2,INE628A01036,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
512091,Nibe Ordnance and Maritime Limited,NIBEORD,Nibe Ordnance and Maritime Ltd,Active,XT,10,INE425H01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
512093,Cranes Software International Ltd.,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,Active,Z ,2,INE234B01023,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
512097,Saianand Commercial Limited,SAICOM,Saianand Commercial Limited,Active,XT,1,INE092G01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512099,EYANTRA VENTURES LIMITED,EY,Eyantra Ventures Ltd,Active,XT,10,INE750G01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512101,Triochem Products Ltd.,TRIPR,TRIOCHEM PRODUCTS LTD.,Active,XT,10,INE331E01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
512103,Nidhi Granites Limited,NIDHGRN,NIDHI GRANITES LTD.,Active,X ,10,INE276H01013,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
512115,Rose Merc.Limited,ROSEMER,ROSE MERC.LTD.,Active,X ,10,INE649C01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512117,Twin Roses Trades & Agencies Ltd.,TWIROST,TWIN ROSES TRADES & AGENCIES LTD.,Active,XT,10,INE436U01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512131,Signet Industries Limited,SIGIND,Signet Industries Limited,Active,B ,10,INE529F01035,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512147,Kajal Synthetics and Silk Mills Ltd,KAJALSY,KAJAL SYNTHETICS & SILK MILLS LTD.,Active,XT,10,INE956V01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512149,Avance Technologies Ltd.,AVANCE,AVANCE TECHNOLOGIES LTD.,Active,X ,1,INE758A01072,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
512153,M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD,M Lakhamsi Industries Ltd,Active,XT,10,INE808W01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512157,Terraform Realstate Limited,TERRAREAL,Terraform Realstate Limited,Active,P ,10,INE123V01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,Securekloud Technologies Ltd,Active,B ,5,INE650K01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
512165,ABans Enterprises Limited,ABANSENT,Abans Enterprises Ltd,Active,X ,2,INE365O01028,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
512169,Capricorn Systems Global Solutions Ltd.,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,Active,XT,10,INE968E01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512175,Vama Industries Limited,VAMA,VAMA INDUSTRIES LTD.,Active,X ,2,INE685D01022,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
512179,Sunteck Realty Ltd,SUNTECK,SUNTECK REALTY LTD.,Active,A ,1,INE805D01034,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
512195,Bentley Commercial Enterprises Ltd.,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Active,P ,10,INE496M01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512213,Classic Electricals Ltd.,CLASELE,CLASSIC ELECTRICALS LTD.,Active,XT,10,INE02BR01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Active,XT,10,INE730E01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL,SPV Global Trading Ltd,Active,XT,10,INE177E01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512229,Veritas (India) Limited,VERITAS,VERITAS (INDIA) LTD.,Active,T ,1,INE379J01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512237,Jai Corp Limited,JAICORPLTD,JAI CORP LTD.,Active,A ,1,INE070D01027,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
512245,Nivi Trading Ltd.,ZNIVITRD,NIVI TRADING LTD.,Active,P ,10,INE552F01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512247,Ashirwad Capital Ltd.,ASHCAP,ASHIRWAD CAPITAL LTD.,Active,X ,1,INE894A01026,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Active,X ,1,INE895A01023,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
512261,Bajaj Global Ltd,BAJGLOB,BAJAJ GLOBAL LTD.,Active,XT,10,INE553H01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512267,Media Matrix Worldwide Ltd.,MMWL,MEDIA MATRIX WORLDWIDE LTD.,Active,T ,1,INE200D01020,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
512271,Tashi India Ltd.,TASHIND,TASHI INDIA LTD.,Active,XT,10,INE552H01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512277,Autoriders International Ltd,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Active,XT,10,INE340U01010,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
512291,Speedage Commercials Ltd.,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,P ,10,INE497M01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512296,Bhagyanagar India Limited,BHAGYANGR,BHAGYANAGAR INDIA LTD.,Active,B ,2,INE458B01036,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper
512301,Chambal Breweries & Distilleries Li,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,Active,XT,10,INE417N01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512303,Mansoon Trading Co. Ltd.,ZMANSOON,MANSOON TRADING CO.LTD.,Active,P ,10,INE776V01013,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512329,SG MART LIMITED,SGMART,SG Mart Ltd,Active,B ,1,INE385F01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
512341,CES Limited,CESL,CES Limited,Active,XT,10,INE396F01013,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
512344,Aravali Securities & Finance Ltd.,ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.,Active,X ,10,INE068C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512345,Yash Trading & Finance Ltd.,YASTF,YASH TRADING & FINANCE LTD.,Active,XT,10,INE745A01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512367,Sheraton Properties & Finance Ltd.,ZSHERAPR,SHERATON PROPERTIES & FINANCE LTD.,Active,P ,10,INE495M01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512377,Magnanimous Trade & Finance Ltd.,MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.,Active,XT,10,INE664N01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512379,Cressanda Solutions Ltd.,CRESSAN,CRESSANDA SOLUTIONS LTD.,Active,XT,1,INE716D01033,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
512381,STARTECK FINANCE LIMITED,STARTECK,Starteck Finance Ltd,Active,B ,10,INE992I01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512393,Shardul Securities Ltd.,SHARDUL,SHARDUL SECURITIES LTD.,Active,XT,10,INE037B01012,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
512399,SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA,Sera Investments & Finance India Ltd,Active,XT,2,INE017I01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512404,Bengal Steel Industries Ltd.,BENGALS,BENGAL STEEL INDUSTRIES LTD.,Active,P ,10,INE523W01017,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
512408,Uniworth Securities Limited,UNIWSEC,UNIWORTH SECURITIES LTD.,Active,XT,10,INE728J01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512415,Mercury Trade Links Ltd.,MERCTRD,MERCURY TRADE LINKS LTD.,Active,XT,10,INE319T01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512425,Nirav Commercials Ltd.,NIRAVCOM,NIRAV COMMERCIALS LTD.,Active,XT,10,INE242B01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
